name1,image1,name2,image2,arcface,magface,adaface,arcface_gfpgan,magface_gfpgan,adaface_gfpgan,arcface_gpen,magface_gpen,adaface_gpen
Abel_Pacheco,1,Abel_Pacheco,4,0.5711650388769735,0.664242485089113,0.6409678592067309,0.6769030291512703,0.640489260822876,0.6992315983366916,0.5994347287140734,0.5743379637050006,0.6068259978921355
Akhmed_Zakayev,1,Akhmed_Zakayev,3,0.8968174689254947,0.8331473750151146,0.839959954205492,0.867394118911528,0.8340528100727242,0.8253774506604931,0.8830112876958125,0.8382591393809468,0.8053793251896711
Akhmed_Zakayev,2,Akhmed_Zakayev,3,0.8406959459576712,0.759731374675471,0.7407480741387162,0.8124669404881987,0.7657128602155211,0.7132966775335592,0.7873254227649401,0.790572231735863,0.7231392146488477
Amber_Tamblyn,1,Amber_Tamblyn,2,0.800849600543316,0.6952604643003396,0.7435667647406411,0.551024367517563,0.4743582813629354,0.5943115339039368,0.6889463885681043,0.4527271327825582,0.6595052383264165
Anders_Fogh_Rasmussen,1,Anders_Fogh_Rasmussen,3,0.7188214531355867,0.7172422078445405,0.699243040207542,0.6541280583539792,0.6306416677297839,0.7114031670007943,0.6348401364349355,0.6431598642031376,0.6545711229290053
Anders_Fogh_Rasmussen,1,Anders_Fogh_Rasmussen,4,0.7178847413186332,0.6613770325059398,0.6219043923761567,0.6318652040520475,0.6127347063681486,0.5858198073269214,0.621488160145224,0.6475212637286967,0.5987520600113642
Angela_Bassett,1,Angela_Bassett,5,0.8386216447429311,0.7221825139841986,0.6695596321125831,0.8020292749745261,0.7762597496902697,0.688423398641754,0.7790789299363754,0.7210901795539608,0.6455396606541371
Angela_Bassett,2,Angela_Bassett,5,0.7545727571700197,0.6115621080480309,0.5409221131946776,0.7320026338629794,0.5730228931572314,0.563274780880969,0.6651669957487663,0.5866057790672855,0.5313245541058458
Angela_Bassett,3,Angela_Bassett,4,0.6775469269515422,0.6483299519611553,0.5582003662211052,0.0188737382720269,-0.051452781872341,-0.0165134540392303,-0.0897826679597063,0.0441470984317769,0.0378605053631045
Ann_Veneman,3,Ann_Veneman,5,0.8735933350352919,0.8152398038296944,0.7899643554481889,0.7847767890077644,0.6569627776581674,0.7504233916882828,0.8568938501362104,0.7575559543957954,0.7772064353089753
Ann_Veneman,6,Ann_Veneman,10,0.7544706551547926,0.770320788036366,0.6829614454196445,0.7030863455079422,0.6137550180756397,0.6452071802463659,0.673410871096155,0.5478783981439692,0.598166090667579
Ann_Veneman,10,Ann_Veneman,11,0.6713743004635248,0.552380518336203,0.4783549793197127,0.5904666786193863,0.4564306501986803,0.5039229933240515,0.6561980851414237,0.4748974254041024,0.4487804547147012
Anthony_Fauci,1,Anthony_Fauci,2,0.8470111643457928,0.796294909012954,0.7595906232906307,0.8407437568018673,0.7777816259599301,0.7460056139952759,0.8181645515612656,0.7174029998336692,0.6913626318497226
