name1,image1,name2,image2,sf_gpen_gfpgan_arcface,sf_gpen_sgpn_arcface,sf_sgpn_gfpgan_arcface,sf_gpen_gfpgan_magface,sf_gpen_sgpn_magface,sf_sgpn_gfpgan_magface,sf_gpen_gfpgan_adaface,sf_gpen_sgpn_adaface,sf_sgpn_gfpgan_adaface
Marcelo_Ebrard,3,Marcelo_Ebrard,1,2.935827237302724,3.409946679370667,3.0959340708753578,3.038755791122928,3.831651300786216,10.787004016031933,9.443440993852954,8.205457011328097,11.777761317691889
Carlos_Ruiz,2,Carlos_Ruiz,1,1.179949077298862,-0.3109949611522897,1.5472416465815877,0.7834089270198427,-1.317205061958511,2.06176617054963,2.708384740444152,0.0174156711124178,3.374063118485256
Norah_Jones,14,Norah_Jones,6,2.48585260280461,1.2128118720348675,0.8782461146978446,1.981629591808,1.5888658211112567,3.983805900424876,6.536025255008584,1.1393305527929538,3.293201844005731
Donald_Rumsfeld,22,Donald_Rumsfeld,34,3.112495577526324,5.624421981206947,2.947547660632777,2.178736858789012,3.84265653731638,8.29839060421378,9.634529967919375,8.555432286773904,11.756961642722093
Nathalie_Baye,2,Nathalie_Baye,4,2.016672692674077,3.265616124617837,2.223189586262417,0.2760882451073293,0.6114651597052643,1.8327789163503247,3.184588640120314,2.502505304000405,2.42941519147515
Mario_Cipollini,1,Mario_Cipollini,2,0.7208980432750691,1.04782941155099,0.8494679294644409,-0.2406220688078474,0.3546094462806812,0.2156728268679799,2.974755920914128,1.1098083993835548,2.230552587545186
Leonid_Kuchma,5,Leonid_Kuchma,2,3.61453787996924,1.6217179379306756,1.6568646972395424,3.1642231375333254,3.111266632590321,6.236706480915657,10.43735024019082,5.6316176293637215,6.142423427787207
Lesley_McCulloch,1,Lesley_McCulloch,3,1.5387462650911592,1.8850795093649648,1.6829224660826525,0.8840071093654528,0.544976803849369,3.382975933437532,1.1000206353894662,1.356393813920461,1.2590555496001334
Arturo_Gatti,3,Arturo_Gatti,2,0.6947627533380973,1.076714697739232,1.3772977794411367,-0.2896134980164245,-0.2541922192225452,-0.3964870916879226,0.5101666231561071,-1.441239210748788,0.4645559148596301
Eva_Dimas,2,Eva_Dimas,1,3.636901250844728,4.871596800103651,4.199718047662171,1.616500221300965,3.009752578068313,7.257109118351126,11.278232858983596,7.975670607633048,12.465883800087456
Paul_Pierce,1,Paul_Pierce,2,2.4332299350687787,4.030092462155279,2.8053921213853004,1.7982355102497012,2.236848135428157,5.909799200888527,6.491641298246847,5.508210197011375,6.400560069768512
Muammar_Gaddafi,2,Muammar_Gaddafi,1,0.1921479747921821,0.2299859379662212,1.045754338751696,0.1993151377955946,-0.3760106129062225,0.693770365842798,0.5483296891351843,-0.3452301203612768,-0.0967942228254585
Dan_Wheldon,2,Dan_Wheldon,1,2.6114701612842044,3.693599992350382,2.958861493688821,1.6389698472052938,2.975694874752139,7.988231988544779,7.518029004581054,6.223066366566921,10.404451715190476
Natasha_McElhone,1,Natasha_McElhone,2,0.3910286784560244,-2.1296480590533493,-0.792318507399798,-0.3937298171755676,-0.4932519412662666,-2.03545355354185,-0.4046230162367268,-1.7141161012857569,-0.9557674378287828
Mahathir_Mohamad,8,Mahathir_Mohamad,4,1.79940664077165,1.6681736505683658,0.8430003371307111,1.819306881123016,1.3597434526546726,4.085677158492933,7.770604633941758,4.506179370927902,8.132866127446889
Naomi_Watts,13,Naomi_Watts,1,2.47596788483568,-0.1693262334971654,0.5799000240658991,1.0309058645353102,-1.000308547309376,0.6802331594961624,6.819089543921903,1.9141929171658465,6.875063978189973
Farouk_al-Sharaa,1,Farouk_al-Sharaa,2,-1.3736037572985165,-0.4109021174869469,-0.8392752168675324,-0.7498585209095376,-1.0166920809728712,-1.375063038176885,1.8619194322739272,-0.7665079146081439,0.4767029615063194
Maria_Soledad_Alvear_Valenzuela,4,Maria_Soledad_Alvear_Valenzuela,1,-0.1603617789614828,-2.481616161854532,-0.6696693804601176,-0.1123445982413526,-0.840953377283167,-1.6367555605512607,1.4350523127893893,-0.8537403856778295,0.294254610290122
Penelope_Ann_Miller,2,Penelope_Ann_Miller,1,3.161335980016286,1.3002230323276436,1.6793382302555082,0.6305399612925341,-1.6433304208999973,-0.4452037159910407,8.891975601621796,1.7708323330231617,4.273876749713835
Prince_Harry,2,Prince_Harry,1,1.0121892361394982,1.3973290522574993,0.7355283255023639,-0.1467385796884566,-0.3688632192812037,-1.164183054467107,1.785810160474096,1.5553647041611578,0.7381990002170862
Lindsay_Davenport,18,Lindsay_Davenport,4,2.8225592787570566,3.93435569836243,3.190556691747159,1.588731056527787,3.2862328038510373,6.831513067666661,4.0173101179317285,2.243010549766436,6.286998326451701
Johnny_Unitas,1,Johnny_Unitas,2,2.167156023105376,3.639534988928624,2.48818147464183,1.1441874667758207,2.189429647234971,6.849291272255352,5.113288331388024,5.815364168978548,9.834907725466827
Vanessa_Williams,3,Vanessa_Williams,1,3.014832386947414,4.435204406893067,2.4060548027783906,1.4880135876916332,1.014174371311179,3.9460867260005177,6.811989279527385,7.07857779834709,9.016421091033276
Lauren_Killian,2,Lauren_Killian,1,3.9664504560180944,3.969510782117815,3.2816667401121657,2.353359675647644,1.8804000429360783,6.230850577273545,8.739984588819436,4.231901007799877,7.878934376774276
Olesya_Bonabarenko,1,Olesya_Bonabarenko,2,2.5309526179411286,4.997744572223872,4.115613118855101,0.4463460557809268,3.478276253664842,5.940914052726296,5.627270355000785,6.81699725846659,10.801820296488083
Jean_Brumley,2,Jean_Brumley,1,0.7170755696368876,-0.3212256293337299,0.4488117812122152,0.573598867579373,-0.508106515445331,1.0664845548101125,3.917987494984184,1.4191977851390418,4.578893567671196
Jeffrey_Immelt,2,Jeffrey_Immelt,1,2.422810922990122,4.418213290795709,3.1151978655313943,1.430001956642292,3.931121056796498,8.277121265526715,5.970156009214957,9.381160084459228,10.417415914245025
Hun_Sen,2,Hun_Sen,1,-0.2813849364130516,1.1375313857648697,0.9192578345186206,-0.4846876510891172,0.5144706083416863,0.6008810571557217,1.395106312130756,0.9415007319821576,2.511892939141436
Matt_Doherty,2,Matt_Doherty,1,0.6167925049041003,-0.2312331051826588,0.1895340471401754,0.5705056081547196,0.8882598586439008,1.391119141944034,1.2553158951878438,1.2056572956545009,0.6628219537169846
Michael_Jordan,1,Michael_Jordan,4,0.4085704753655534,-1.3909918392126173,-0.7668429462002432,0.2095620775934964,-0.354937789201989,-1.218818626680131,1.961870016345036,-0.2971132147845625,-0.6363118386323068
Steve_Lavin,6,Steve_Lavin,3,2.0028884012919947,2.772574636741707,0.9255816916373318,0.1921860610231697,0.0269207355302059,0.612788195022131,1.73686802871483,1.7143763514125148,2.624126917608929
JK_Rowling,6,JK_Rowling,1,0.6961412779047225,1.917280447654389,1.4470597909424836,-0.9634864142451012,-1.1334692794328125,-2.383891738372524,-1.4605919790423614,0.0387292938037036,-1.095470488212054
Joseph_Ralston,1,Joseph_Ralston,2,3.162485110809308,3.3139430553975915,3.055264296773677,1.4325246042075834,2.0217395561043565,5.205256501506117,12.034170065441357,7.51293234774328,10.3572914858818
Ricky_Barnes,2,Ricky_Barnes,1,-0.461520665030277,-0.8358919730924557,0.0303193855063332,-0.780235981281692,-0.7697255998064142,-1.60722386544077,-1.823048615708985,-1.389184574288528,0.918217643224052
Faye_Dunaway,2,Faye_Dunaway,3,3.953091704445356,2.7341291082409462,1.839306199642449,1.9568832153548483,0.6104529868746817,4.6132471008433305,10.117358567681212,3.37330555085153,7.48891782245794
Derek_Jeter,4,Derek_Jeter,2,0.6500962859176072,-0.8915523966161557,-0.2621061539292213,0.1069989164916435,0.247371435791766,0.1236232001702219,5.422492145663584,0.4802451032117445,4.099896698111554
Joschka_Fischer,12,Joschka_Fischer,4,2.35952191927384,3.701103021245349,2.1645134871933216,1.716183136514649,3.2764426065247685,6.348247333608873,8.349272557033126,6.038780347211202,9.38645917201568
Aaron_Sorkin,1,Aaron_Sorkin,2,0.6644712697034432,2.0027980163229016,1.3861091290245773,-0.1448888741935844,0.3508852095714219,2.483790411003075,3.2814948910776103,2.336573726341217,6.758277462984387
Billy_Crystal,6,Billy_Crystal,2,1.8571000415332544,2.5485011551052787,2.8962170398467384,1.781811602037727,2.8922984753310645,7.70562117716945,5.660593605604097,6.393429258935922,7.734359382984793
Juergen_Peters,2,Juergen_Peters,1,1.2916318818943673,1.1209909786503371,-0.0795031686938536,1.465900117148967,0.5220699497848074,3.6552784214353258,12.72198986753602,6.125368073932635,10.092054412053905
Jesse_Harris,3,Jesse_Harris,2,3.560045119404,3.4671941776953803,2.966210760369415,2.82738607279947,2.289052902114582,7.523212552562246,11.52366036038978,5.580805548194351,8.74206202508866
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,2.426293440963753,-1.211315849731356,3.61205820182796,2.0947596280911007,-0.9443158519036412,5.730829182969295,8.54886699596906,1.2937052928655146,7.322724074509961
John_Snow,1,John_Snow,7,4.265453603191927,4.793017185484365,3.989022928164137,3.1421545902239774,3.927983066990275,9.87545379909425,10.9447952842956,6.776062921007065,9.859788402658252
Eric_Hinske,2,Eric_Hinske,1,0.2919169497821909,-0.0312652298595363,0.2025118401340482,0.7992257577435306,0.761696739266772,1.8456286897037848,-1.2982573118146836,0.0791434092644043,-1.2289541232674022
Mark_Cuban,2,Mark_Cuban,1,1.932202276311084,3.2963948631016,1.839907008245291,1.6247785647857822,2.168383630789772,6.271482692240971,5.633836836119251,3.217805759045498,6.320224827071059
Martina_Hingis,3,Martina_Hingis,2,2.713212022648694,3.0694745718546086,0.7889996540755557,0.8220742724695612,0.1104758791911966,2.714748086678349,3.621100332754283,3.462288265430751,3.980697297912283
Fidel_Castro,15,Fidel_Castro,6,0.0467795246562874,0.5998326330859394,0.2812834811234148,1.0786158017933634,1.5152531806217695,2.520059908404225,3.487701357214762,0.5841408431145134,3.157660641908432
Noelle_Bush,1,Noelle_Bush,4,-0.1405101725238215,3.092503102972484,1.7248497445960596,-0.5892122113227027,0.8921563572977951,2.837583151207098,-1.431717742081828,3.2980475123751587,4.233777481856892
LeBron_James,3,LeBron_James,2,3.510077587037776,3.3117042750989256,2.990969384886194,2.261393881533938,1.275281924219539,5.544530880932782,6.528014300354798,0.6442653073292224,5.409130363543558
Mitoji_Yabunaka,1,Mitoji_Yabunaka,2,0.283302902843102,0.1339550872752486,-0.2784381316735038,0.677672786215561,1.1866962009464417,3.9476935456646665,2.4346186585397023,3.5693110188216943,6.79139690147882
George_Ryan,2,George_Ryan,3,1.3195254015423454,0.6232314805158032,3.1092086486331523,0.5795470025459476,-0.0856556117865567,4.504916472490401,2.9381054221604126,2.2126236726410324,5.774694540329279
Abdullatif_Sener,1,Abdullatif_Sener,2,1.085391060240039,1.1599200010334982,0.6187045628949048,0.5615835118470037,1.2794542294887654,2.869060291177368,4.621223980913602,2.8409593233465325,5.40779682203143
Dennis_Hastert,2,Dennis_Hastert,4,2.105439758413617,2.2836742868051108,1.8706790742818231,1.4944783341656551,2.0198927789709646,5.196267158339357,5.961215738094797,3.756508911666539,5.709520893059326
Martin_McCauley,2,Martin_McCauley,1,1.3197166019453987,2.5785867122970787,2.5910373155198885,0.3102925556249504,2.025720038297904,5.516664562869787,4.976303850015039,6.345841923774395,9.264740306796645
Eduard_Shevardnadze,2,Eduard_Shevardnadze,3,2.9719774466215227,4.763537188934869,3.162352797625462,1.7472500298561884,2.2949728940703205,8.57405863071216,9.929531243961303,8.53276857169455,11.97068742284969
Jamie_Villafane,2,Jamie_Villafane,1,2.037056525635617,2.364070227962528,1.7023137418441794,0.6568008904918848,0.4843476698175806,1.0306199680984949,2.632902650030465,1.6975678461993953,3.2581877703450504
Valentino_Rossi,4,Valentino_Rossi,6,2.263041294430906,2.153019328926784,2.583149156030649,2.6017334589484054,2.653626838342994,7.961048234521263,8.468972059725493,5.426978999596902,8.975796042932906
James_Schultz,1,James_Schultz,2,1.8322690918599784,5.69739410920698,3.196276452243751,1.0948933686220568,3.7328889336912425,9.24204861470904,4.355260665024392,8.232617695051434,10.555742192427196
David_Kelley,2,David_Kelley,1,4.05816423739801,3.139640434921146,2.9144726636734983,3.3471517681453222,2.334454675405083,9.018594611751205,12.689116815990443,4.738266830810546,10.084814988947471
Debra_Brown,1,Debra_Brown,2,2.6387979812611926,0.1969622913191004,1.4502049029089636,0.3834274757331631,-0.3564109229267902,-1.7817166685602694,4.013976730477594,0.9818538967114834,1.4007739332413598
Hugh_Grant,4,Hugh_Grant,3,0.4044371481588185,1.4424037679107844,1.3036679521040215,-0.0056449532937949,0.1558199958494579,2.8648574910663074,0.0817607305317995,0.4710437355230885,3.0758348137369103
Vince_Carter,1,Vince_Carter,2,1.2774239966768877,0.4738291457743933,2.346496925414624,0.6156895372912886,-0.1085797627163511,2.934344164520023,3.819462200090088,-0.8136446838496691,2.5644651949948667
Yoko_Ono,2,Yoko_Ono,3,3.59724626571294,4.958627501125912,3.4169219966807907,2.277202738499758,2.280540859396667,5.882105497544563,8.41627020990855,5.487290232851201,7.309315993818184
Rod_Stewart,2,Rod_Stewart,3,3.79992841145695,3.2666046753140723,2.5722611114151963,3.044917158064083,2.7396426896029134,7.013912553952919,11.151925288610563,6.074757092450297,9.668175471117223
Bruce_Van_De_Velde,1,Bruce_Van_De_Velde,2,4.053258081666495,3.71144927061017,2.2366332970968106,2.194859258823192,2.049356047686146,4.035161669985286,12.053768416727207,4.350419352848178,7.119770720233862
Antonio_Banderas,1,Antonio_Banderas,2,3.0966882985028885,3.5743985164862577,2.896421693398658,2.284300217563945,2.8044779860306246,8.01337549533182,8.034676717300758,6.178730046274363,8.966457086030292
Scott_Ritter,1,Scott_Ritter,2,2.9672148720640124,5.6319937629731385,4.2714498138714925,2.373430744562108,4.216504833360978,12.11366553045086,9.032794982847768,8.707313399518348,16.086436647397793
Nora_Bendijo,1,Nora_Bendijo,2,2.078094700696532,1.3985796519550755,1.229965119593867,0.4856571229501601,1.3091619192693098,0.7440530692865046,0.6353532159967008,1.6323688188257657,-0.7422572135039918
Rupert_Grint,2,Rupert_Grint,3,4.494189167437813,6.463859136456824,5.225621097729001,3.0778311410223096,4.727958387010719,12.33935220760115,13.252131570637111,9.071385793252606,14.998332804418254
Anne_McLellan,3,Anne_McLellan,2,5.130449216973853,6.228322605565525,4.881932432168139,3.806089175033557,3.7297691128026287,11.778968466963056,16.16813345703259,8.879260338193149,14.566871857923196
Pervez_Musharraf,13,Pervez_Musharraf,8,1.0526890303852088,-0.6384662672572163,-0.0153071890561193,0.8564677639789614,0.6555499345670299,0.2924799619505167,3.4016762510363714,0.6046811991839065,0.9570452801219416
Anastasia_Myskina,1,Anastasia_Myskina,3,0.5231007413406228,1.3397499337545664,0.8389364306907299,0.7450261967715809,0.9532585244580772,3.407802112712197,4.108318725210734,2.5626430075667246,5.788365427596792
Marie-Reine_Le_Gougne,1,Marie-Reine_Le_Gougne,2,2.5804816438829388,3.3987235808572285,2.283778094092649,1.327516045205941,1.7358318673145077,2.14700679251718,4.813897422279272,1.591088585350993,3.513473366238447
John_Allen_Muhammad,5,John_Allen_Muhammad,2,3.729547264499404,2.1635176711303865,2.3584054728083323,0.8183416486221687,1.1051381229017416,3.4916258505749687,5.427345465316234,3.413757267988744,5.44566917269682
Drew_Barrymore,1,Drew_Barrymore,2,0.1515880710235431,1.9235954468237804,0.9815385293573644,0.045501773373781,1.0389606742623327,1.917908368184133,3.871621124741496,6.06058873951668,6.08398871035165
Magui_Serna,2,Magui_Serna,1,2.301488967225046,1.5287582006606453,1.4225464048295564,1.786735164839811,1.5323725340261505,3.780347685356056,5.136516147685484,1.0563462694859225,3.5695503382273044
Ricardo_Lagos,24,Ricardo_Lagos,3,3.571253872937463,6.374617739786192,4.859843328669685,1.8332910622679828,5.42578492779934,12.1856867801644,7.877029876579108,11.329315652405976,16.183030799103076
Gunter_Pleuger,1,Gunter_Pleuger,3,2.311134317875041,4.487221361816348,1.9273960923415487,0.5738850941191672,3.197279742606015,4.093184279057063,5.241787197876073,7.525920199238544,7.558304430156105
Leland_Chapman,1,Leland_Chapman,2,-0.8452839569085517,-1.520829167407497,-1.06822105877932,0.2596233927858097,0.5743945086465176,2.232379218604991,-0.8901949222615788,1.5454142392614862,2.4910183978730016
Vanessa_Williams,3,Vanessa_Williams,2,1.65442995567615,2.1681934439555963,1.0274952776380346,1.060365384830897,1.3090273526583192,4.478969979090349,4.08858829313818,1.6668112358822946,3.0086220862668425
Thomas_Bjorn,2,Thomas_Bjorn,1,2.9751221660181013,4.683648128429612,4.065932187848657,2.081235820007421,3.364529850232709,9.679350938861232,9.61384748773568,7.827492648753412,12.256189033094618
Barbara_Brezigar,1,Barbara_Brezigar,2,1.1663663775047228,3.4549551499942703,2.037274766995377,-0.0856539577934435,0.8258654708629598,1.1852225921417523,0.3490700913037905,2.6616768472178745,1.315398663603375
Michelle_Collins,2,Michelle_Collins,1,1.2176972818223606,1.8825973605693245,-1.2895127449361,0.7856818038046983,3.293735723504323,0.5493088238760548,4.143595126458258,5.428925595299024,0.380870496089321
Jorge_Batlle,2,Jorge_Batlle,1,3.2272681743635605,2.952525177675076,1.544200015332531,1.777180464917126,1.6145547132159142,1.8602453510630577,7.9747508711663055,4.326751755185902,5.886417018544582
Luiz_Inacio_Lula_da_Silva,42,Luiz_Inacio_Lula_da_Silva,37,1.646813189923608,3.0431113612832545,1.2199051160400634,-0.0928509846662132,1.5126258882238706,0.6300341834393435,1.142760981274404,2.3333548620540405,0.1009587121596888
Ricky_Martin,2,Ricky_Martin,1,-1.4707275364027406,1.3224933692632166,0.8286393821142448,-0.9576201531072126,1.175806538524516,3.456373564298157,-2.027569017155457,4.452744531558455,5.735794148123415
Mike_Tyson,2,Mike_Tyson,1,2.6277338052591537,2.0768135968414128,1.8034061509822747,1.1964017526477173,0.4218945655840129,1.7171668871252184,3.828306244577602,2.190434843196228,3.341108292375384
John_Malkovich,1,John_Malkovich,3,2.1791776172847666,3.259850041771683,2.852025467163124,1.374062139650894,1.760557369694242,6.719432539879515,4.746888983898657,3.427853341466216,6.354301297328596
Corinne_Coman,1,Corinne_Coman,2,3.11481712340953,3.3954156043849206,2.3061619870189585,1.8828768278376296,2.94324627737573,4.711736515827308,7.077745877212909,2.767582222898966,5.463030007093262
Biljana_Plavsic,2,Biljana_Plavsic,1,2.8479887038813194,5.060644077063769,2.2056234125136323,0.8163863584947416,1.6392682867186947,3.616091892475489,5.691744035839074,4.531212878104553,4.987361820604432
Michael_Chiklis,3,Michael_Chiklis,5,3.039077294731501,2.9701357479209127,0.8070807546147634,0.6494273061261097,0.639866971394613,0.9506047286743952,4.972886119515396,0.6908740280700556,2.045252009736984
Bob_Geldof,2,Bob_Geldof,1,0.0298080928825388,-0.0830844890293946,0.7214102038609653,0.6837571463628859,-0.2377916022809414,1.6795738483069789,4.507261188898613,1.1792385533162753,4.183739058348169
Jesse_James_Leija,2,Jesse_James_Leija,1,1.805947273994712,0.2420618141610102,1.2542929697725478,0.2359553284610519,-0.5492848576958439,0.5053688997907675,4.212088364133788,-1.5427179915807496,1.7208658999020825
