name1,image1,name2,image2,arcface,magface,adaface,arcface_gfpgan,magface_gfpgan,adaface_gfpgan,arcface_gpen,magface_gpen,adaface_gpen,arcface_sgpn,magface_sgpn,adaface_sgpn
Marcelo_Ebrard,3,Marcelo_Ebrard,1,0.495109044269574,0.4368994974655718,0.5227721982163438,0.6364976960107609,0.5777742580925137,0.4747857975288237,0.5263814264650176,0.4780719713243207,0.4307258189553514,0.4370598911734341,0.4013237613646584,0.3668979835168061
Carlos_Ruiz,2,Carlos_Ruiz,1,0.2963702477037729,0.2351037431648341,0.11808897964762,0.4476131950317928,0.3515373650461998,0.2785085043933819,-0.0234300447264743,0.0094771405100623,0.0644210466251585,0.0599990729547384,0.0228620678693551,0.1006980481253854
Norah_Jones,14,Norah_Jones,6,-0.0259804754191281,-0.041896641737161,-0.0153192775280061,0.454449299491694,0.4315960832457562,0.3882164489609029,0.4394002852362659,0.3906620876800096,0.2745632287549006,-0.0858036165975593,0.0540503642038056,-0.0068349868931208
Donald_Rumsfeld,22,Donald_Rumsfeld,34,0.6049367281344976,0.5651612816582877,0.5466122791072608,0.5412993253230591,0.4161242798104223,0.4543992964851079,0.6871948982896169,0.4685569494759201,0.4474254393087253,0.5320991853240677,0.3867171609947288,0.3517529993333924
Nathalie_Baye,2,Nathalie_Baye,4,0.5143566310718481,0.4112040373770638,0.3427299780171942,0.3758260852202129,0.2556312917009203,0.2144289553276931,0.377543690888847,0.1901656215307216,0.2372327595786575,0.2988569255773895,0.1938373324738868,0.0885824698533331
Mario_Cipollini,1,Mario_Cipollini,2,0.3405338799662417,0.4866547233086841,0.4875035520618738,0.3345606744691103,0.0686906818024861,0.2278514483107505,0.317658303432768,0.1204291956416645,0.1848747267138445,0.2385909598640047,0.140656721213717,0.0634587379290198
Leonid_Kuchma,5,Leonid_Kuchma,2,-0.0874866916961847,0.0652366658793966,0.0319540973493005,0.6442851512915663,0.5497715375244133,0.4584987924763685,0.5960597622266348,0.6042924702335654,0.5583117609217446,-0.0959923005432428,0.0479013260764701,0.0075300650875035
Lesley_McCulloch,1,Lesley_McCulloch,3,0.0857135433709471,0.1559678300695336,0.257252920045374,0.4397770219479355,0.3106376216930913,0.1532865032361225,0.3676390209996259,0.1772953400679306,0.1581010384797587,0.246826670253331,0.1406440189556542,0.096102229283485
Arturo_Gatti,3,Arturo_Gatti,2,0.4417551296419557,0.573469567301231,0.5714776366159479,0.3044655613821494,0.118765379548664,0.1659919982415502,0.1593754274229034,0.1271957967803933,0.0227293529189455,0.25558587596538,0.117033689565593,0.0439502396999396
Eva_Dimas,2,Eva_Dimas,1,0.6601817323606386,0.6020782081891607,0.5372121933732901,0.6338078252772704,0.4000073149259301,0.5364000876387616,0.5354438753791564,0.3694604406782252,0.4479058677307831,0.4851332632166765,0.3651241064571835,0.2778483536288242
Paul_Pierce,1,Paul_Pierce,2,0.4757365959574099,0.3970928219885521,0.4016296893447968,0.4750760093822742,0.3879004863484684,0.3060027864272062,0.4691164016884853,0.3598325053729435,0.3716481428257974,0.4150898375740086,0.2362365141361344,0.1939587121666975
Muammar_Gaddafi,2,Muammar_Gaddafi,1,0.3070549631617481,0.2214918459795706,0.2375972182240832,0.2867095309439325,0.1772179829869701,0.127976666603233,0.0793678758650913,0.0977758964726076,0.1005439787291911,0.2530330489527352,0.0658108344020179,0.0572319382808345
Dan_Wheldon,2,Dan_Wheldon,1,0.4983421825871012,0.4257778787243567,0.4155336930146678,0.5552457364432427,0.4085344597015494,0.4383121106524098,0.5347877424377594,0.3101246965465092,0.2962220813013884,0.4476278517858451,0.3913065058279347,0.3124336151807796
Natasha_McElhone,1,Natasha_McElhone,2,-0.2374038834201975,0.0010013666988459,0.0081073543203295,0.2631282330089196,0.0510705795513283,0.128092523629884,0.1125530520709772,0.0945473229216549,0.0182923957696574,-0.2448921584269747,0.0018498052711613,-0.0027863546256083
Mahathir_Mohamad,8,Mahathir_Mohamad,4,0.1329849540163842,0.0995090567315859,0.1763839833017584,0.4130316392532738,0.3961133001364512,0.4166358424181251,0.4275265020190696,0.3433149817324592,0.3104799736617524,0.1135438299291987,0.079836141760985,0.1784484051141171
Naomi_Watts,13,Naomi_Watts,1,-0.1912643086066365,-0.0656782152470976,0.0648014095497918,0.5023881561481484,0.3485011311265455,0.4433438474613173,0.3924556393589998,0.160398988644855,0.2079734317268686,-0.1864087647903572,-0.1475936737786031,0.056923854823086
Farouk_al-Sharaa,1,Farouk_al-Sharaa,2,0.0558388275876079,0.0377737675385546,-0.0063669379305332,0.1093978345010211,0.0138090059225359,0.2134540871515524,0.1405890858579867,0.0140785848655004,0.1403724741500547,0.2411560755849546,0.0772025591868861,0.0162319005119947
Maria_Soledad_Alvear_Valenzuela,4,Maria_Soledad_Alvear_Valenzuela,1,-0.1399417288789378,-0.0160498787759297,0.0530376432406758,0.2349419189933365,0.1078762783667105,0.155435084911835,0.0131913065531397,0.0926775802602858,0.0960024031384868,-0.1320663574896724,0.0009264551400548,0.002696432990181
Penelope_Ann_Miller,2,Penelope_Ann_Miller,1,0.033139367030602,0.0857704312047999,0.17786980919053,0.582352610077615,0.2789240644097568,0.4621281766634976,0.4518567697404742,0.0792392188421966,0.3757510670129943,-0.0668570405748015,-0.16462473392674,-0.0878313565748505
Prince_Harry,2,Prince_Harry,1,0.3770975300317408,0.2007163214489477,0.1165659787023621,0.3137986595577398,0.0605568970376143,0.155601490717722,0.331582235582092,0.0769366940514606,0.2150882830655688,0.1799179304037141,-0.0028819481491918,0.0803804189896848
Lindsay_Davenport,18,Lindsay_Davenport,4,0.4238746588331663,0.4430977279615096,0.5102972846145116,0.5212706127171665,0.3122054582120934,0.2893515800653721,0.4245195877431104,0.3678277488710749,0.1104629314789008,0.3956577268565165,0.34957825356218,0.197665815133006
Johnny_Unitas,1,Johnny_Unitas,2,0.6724247715292646,0.6181645552429644,0.6293575105342942,0.4712330482260126,0.3000785495260086,0.3299991473266407,0.4842757998568533,0.2052200024935448,0.2049566079478655,0.4210039315202387,0.3724203411873553,0.3781715443568162
Vanessa_Williams,3,Vanessa_Williams,1,0.2448369605156655,0.1440112055870403,0.334823487260259,0.4726795223970094,0.3988872156802275,0.3523058786415284,0.5789488748989856,0.3231372345271336,0.3791455098850525,0.2455403789539053,0.1106894559705517,0.2979698292893501
Lauren_Killian,2,Lauren_Killian,1,-0.0602181888379077,0.1404114478388838,0.0655804469355011,0.6136666000349785,0.480552042154673,0.4487559451995275,0.5547161215094544,0.3548106575047079,0.3438321984431553,0.2482249103051726,0.1471145885016086,0.1495743176976162
Olesya_Bonabarenko,1,Olesya_Bonabarenko,2,0.7386707699608076,0.5961299685035429,0.5304537514817335,0.4577166943148844,0.1732166563754221,0.3581374746381442,0.3486024016123146,0.3235054337315127,0.2408950997420979,0.6679784775109785,0.5159406110467344,0.4111862785672
Jean_Brumley,2,Jean_Brumley,1,0.0831056267681582,0.0877141631708824,0.1452954738766042,0.3599404138256177,0.2997457875286056,0.3339612655668566,0.2398562162871851,0.1635742216440259,0.1764384235187135,0.0942469662614886,0.0709504266529756,0.1247257744287653
Jeffrey_Immelt,2,Jeffrey_Immelt,1,0.6116735872885392,0.6432212592293909,0.6728478902053419,0.5176204809577754,0.3551713154749902,0.3120392407260444,0.4965736282369175,0.3854667096176093,0.4027517724159604,0.5898811604591939,0.518593984676992,0.4684254308776728
Hun_Sen,2,Hun_Sen,1,0.5321652645814707,0.457704903401936,0.4702428552367967,0.1992408423505151,0.0583789972470916,0.1915966217815258,0.1739736700913016,0.1131730692957863,0.1065971773162163,0.3797964228626327,0.1969391549822765,0.1145003962362561
Matt_Doherty,2,Matt_Doherty,1,0.3348034339642896,0.2731953430341509,0.1988803143100084,0.3458571877944411,0.2262675939716446,0.1558331886300301,0.2261205559526857,0.2715832557857359,0.1949054154117578,0.0969543105629532,0.1319608514153298,0.0870717468469821
Michael_Jordan,1,Michael_Jordan,4,0.2371314825649409,0.1408605750895901,0.2959547190236087,0.2955261405810094,0.1691827019226024,0.1749035021464376,0.2884194013171443,0.2025971802928288,0.1858913579511823,-0.1115936694845509,-0.0156981684842116,-0.0156371018924597
Steve_Lavin,6,Steve_Lavin,3,0.1744686948920105,0.1060193690722597,0.192169306559915,0.3919716767560406,0.2170060657111427,0.2327338258191011,0.5542504764339138,0.2074533261613897,0.201838447499238,0.1310249989545539,0.0949152739108874,0.1351528284441208
JK_Rowling,6,JK_Rowling,1,0.2481351377617032,0.1219948200628654,0.1811009557802967,0.2706504901022359,0.0247929236836902,0.0266799850107101,0.235079613017097,-0.0185087890675987,0.0669981660221544,0.323429845030461,0.0489139676932096,0.1020045615827277
Joseph_Ralston,1,Joseph_Ralston,2,0.4210073928411628,0.4595718494689678,0.513207976552179,0.6268733440222537,0.3248273021605846,0.5369745366711579,0.4999061188514114,0.3026310416315328,0.541486193155625,0.3211259754413773,0.2352893230431788,0.1655080323199746
Ricky_Barnes,2,Ricky_Barnes,1,0.0636447689889698,0.0323985495505122,-0.0532556852234297,0.327812544285986,0.1095328827875297,0.1282185677500808,0.1978644429371484,0.0175813413635502,-0.0795751949818945,0.2540403484439683,0.0860638348664076,0.1547361465447992
Faye_Dunaway,2,Faye_Dunaway,3,-0.0759011110600399,0.0867554083660125,0.0945321165517822,0.5734194787835069,0.468464351919427,0.5184553699195146,0.611481594441148,0.2604026559757791,0.3657639820757885,-0.1018210830329535,0.065067978876926,0.0250594675430986
Derek_Jeter,4,Derek_Jeter,2,-0.0552099727417146,0.0654474309487657,0.069706931915411,0.3555834861556209,0.1723249915866218,0.3704584781557951,0.278137361498055,0.2004850922141044,0.1831971900338612,-0.0070863352224446,0.0847651380389399,0.0153416985584704
Joschka_Fischer,12,Joschka_Fischer,4,0.5765173804729773,0.625598896869958,0.5232324652859349,0.4937326544411825,0.3317776362344825,0.4398672319054882,0.5237152692654832,0.434918536218084,0.3817947031830965,0.3469820358278602,0.3198612589731598,0.2503106423823078
Aaron_Sorkin,1,Aaron_Sorkin,2,0.5307472853677394,0.4364787955709396,0.4738930439952347,0.3917239915713232,0.2387902430874758,0.3537215884952579,0.293256298372225,0.0823324183684313,0.1216268706165681,0.4325706551406014,0.2610441799102541,0.279153494815571
Billy_Crystal,6,Billy_Crystal,2,0.449743578531623,0.3745229751352129,0.4089551282096441,0.5250412784711717,0.3778085951447432,0.3048379558461269,0.3648628973915537,0.323174958687922,0.3351653921711802,0.4736754296771958,0.3478584506252086,0.2813027863468517
Juergen_Peters,2,Juergen_Peters,1,0.0315804267197875,0.0969862032607327,0.1187572369827057,0.2858726924231907,0.3372186891718892,0.5688855099287803,0.4328715198600623,0.2073475249416725,0.503754080787872,0.0402753213210856,0.0606887511914683,0.0764526565692031
Jesse_Harris,3,Jesse_Harris,2,0.3705019502827859,0.1683475018688107,0.4505277402995202,0.6063155865907734,0.5198275794105954,0.5203234723862787,0.5724338461637657,0.4174960801039427,0.4821973057711816,0.2771675390098786,0.1116162803669926,0.0628801267128567
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,0.3314299486770011,0.2060579353134144,0.3308357777361814,0.7540706540411042,0.565894271751322,0.4990196265463889,-0.0198265922062939,0.0783563746812038,0.2157839254816366,0.1491907442193953,0.0322253763062745,0.0782259403975535
John_Snow,1,John_Snow,7,0.4623991393020141,0.5403344580366836,0.5546494991843096,0.7263484225060584,0.5711963332909086,0.51154518980153,0.6435323153706394,0.5297143505545189,0.4810302002897219,0.41947804296088,0.332047856433826,0.2089357224213284
Eric_Hinske,2,Eric_Hinske,1,0.2813766994120077,0.1474356636122566,0.0909528590622096,0.3577782395292721,0.2512017245196605,0.0699925361450123,0.2708847781415961,0.226648578038582,0.1077609212029206,0.1809130315545526,0.113554428511351,0.0996025669476591
